Club Number,Agreement Number,Membership Type,Since Date,Invoice  Amount,consolidated_mem_types
8144,814400364,EFIT,01-11-2020,20.0875,Fit
8144,814400365,TOTAL,01-11-2020,28.0875,Total
8144,814400366,RED,01-11-2020,10.0875,Red
8144,814400367,EFIT,01-11-2020,20.0875,Fit
8144,814400368,TOTAL,01-11-2020,28.0875,Total
8144,814400369,EFIT,01-11-2020,20.0875,Fit
8144,814400370,EFIT,01-11-2020,20.0875,Fit
8144,814400371,TOTAL,01-11-2020,28.0875,Total
8144,814400372,TOTAL,01-11-2020,28.0875,Total
8144,814400373,TOTAL,01-11-2020,28.0875,Total
8144,814400374,EFIT,01-11-2020,20.0875,Fit
8144,814400375,TOTAL,01-11-2020,28.0875,Total
8144,814400376,EFIT,01-11-2020,20.0875,Fit
8144,814400377,EFIT,01-11-2020,20.0875,Fit
8144,814400378,EFIT,01-11-2020,20.0875,Fit
8144,814400379,FSTCD,1/13/2020,10.0875,Child
8144,814400381,RED,01-11-2020,10.0875,Red
8144,814400382,TOTAL,01-11-2020,28.0875,Total
8144,814400383,EFIT,01-11-2020,20.0875,Fit
8144,814400386,TOTAL,01-11-2020,28.0875,Total
8144,814400387,TOTAL,01-11-2020,28.0875,Total
8144,814400389,RED,01-11-2020,10.0875,Red
8144,814400390,EFIT,04-09-2020,21.0875,Fit
8144,814400392,EFIT,4/13/2020,21.0875,Fit
8144,814400394,TOTAL,01-11-2020,28.0875,Total
8144,814400396,RED,01-11-2020,10.0875,Red
8144,814400397,TOTAL,01-11-2020,28.0875,Total
8144,814400398,TOTAL,01-11-2020,28.0875,Total
8144,814400399,RED,01-11-2020,10.0875,Red
8144,814400402,TOTAL,04-11-2020,30.0875,Total
8144,814400403,TOTAL,01-11-2020,28.0875,Total
8144,814400404,EFIT,01-11-2020,20.0875,Fit
8144,814400405,TOTAL,01-11-2020,28.0875,Total
8144,814400406,TOTAL,01-11-2020,28.0875,Total
8144,814400407,TOTAL,01-11-2020,28.0875,Total
8144,814400408,TOTAL,01-11-2020,28.0875,Total
8144,814400409,EFIT,01-11-2020,20.0875,Fit
8144,814400410,TOTAL,01-11-2020,28.0875,Total
8144,814400411,TOTAL,01-11-2020,28.0875,Total
8144,814400412,TOTAL,01-11-2020,28.0875,Total
8144,814400413,EFIT,01-11-2020,20.0875,Fit
8144,814400415,FSTCD,1/13/2020,10.0875,Child
8144,814400416,EFIT,01-11-2020,20.0875,Fit
8144,814400417,TOTAL,01-11-2020,28.0875,Total
8144,814400418,FSTCD,1/13/2020,10.0875,Child
8144,814400419,TOTAL,01-11-2020,28.0875,Total
8144,814400422,EFIT,01-11-2020,20.0875,Fit
8144,814400423,TOTAL,01-11-2020,28.0875,Total
8144,814400424,EFIT,01-11-2020,20.0875,Fit
8144,814400425,EFIT,01-11-2020,20.0875,Fit
8144,814400426,RED,01-11-2020,10.0875,Red
8144,814400427,EFIT,01-11-2020,20.0875,Fit
8144,814400428,RED,01-11-2020,10.0875,Red
8144,814400430,RED,01-11-2020,10.0875,Red
8144,814400431,EFIT,01-11-2020,20.0875,Fit
8144,814400433,TOTAL,01-11-2020,30.0875,Total
8144,814400434,RED,01-11-2020,10.0875,Red
8144,814400435,RED,01-11-2020,10.0875,Red
8144,814400436,TOTAL,01-11-2020,28.0875,Total
8144,814400437,RED,01-11-2020,10.0875,Red
8144,814400439,RED,01-11-2020,10.0875,Red
8144,814400440,TOTAL,01-11-2020,28.0875,Total
8144,814400442,RED,04-10-2020,10.0875,Red
8144,814400443,EFIT,1/13/2020,20.0875,Fit
8144,814400444,EFIT,01-11-2020,20.0875,Fit
8144,814400445,RED,01-11-2020,10.0875,Red
8144,814400446,TOTAL,01-11-2020,28.0875,Total
8144,814400448,RED,01-11-2020,10.0875,Red
8144,814400450,EFIT,01-11-2020,20.0875,Fit
8144,814400452,TOTAL,01-11-2020,28.0875,Total
8144,814400453,EFIT,1/13/2020,20.0875,Fit
8144,814400454,RED,1/13/2020,10.0875,Red
8144,814400456,TOTAL,04-10-2020,28.0875,Total
8144,814400457,EFIT,01-11-2020,20.0875,Fit
8144,814400459,EFIT,01-11-2020,20.0875,Fit
8144,814400460,EFIT,01-11-2020,20.0875,Fit
8144,814400461,RED,01-11-2020,10.0875,Red
8144,814400462,TOTAL,01-11-2020,28.0875,Total
8144,814400464,RED,01-11-2020,10.0875,Red
8144,814400467,EFIT,01-11-2020,20.0875,Fit
8144,814400468,TOTAL,01-11-2020,28.0875,Total
8144,814400469,EFIT,01-11-2020,20.0875,Fit
8144,814400470,EFIT,01-11-2020,20.0875,Fit
8144,814400471,EFIT,01-11-2020,20.0875,Fit
8144,814400472,TOTAL,01-11-2020,28.0875,Total
8144,814400473,TOTAL,2/17/2020,28.0875,Total
8144,814400474,EFIT,01-11-2020,20.0875,Fit
8144,814400475,TOTAL,02-03-2020,28.0875,Total
8144,814400476,EFIT,01-11-2020,20.0875,Fit
8144,814400477,EFIT,01-11-2020,20.0875,Fit
8144,814400478,EFIT,01-11-2020,20.0875,Fit
8144,814400479,TOTAL,01-11-2020,30.0875,Total
8144,814400480,EFIT,1/13/2020,20.0875,Fit
8144,814400481,TOTAL,01-11-2020,28.0875,Total
8144,814400482,EFIT,01-11-2020,20.0875,Fit
8144,814400484,TOTAL,01-11-2020,28.0875,Total
8144,814400485,EFIT,01-11-2020,20.0875,Fit
8144,814400486,TOTAL,01-11-2020,28.0875,Total
8144,814400487,RED,01-11-2020,10.0875,Red
8144,814400490,TOTAL,01-11-2020,28.0875,Total
8144,814400491,TOTAL,01-11-2020,28.0875,Total
8144,814400492,EFIT,1/13/2020,20.0875,Fit
8144,814400493,EFIT,01-11-2020,20.0875,Fit
8144,814400495,EFIT,01-11-2020,20.0875,Fit
8144,814400497,EFIT,01-11-2020,20.0875,Fit
8144,814400498,TOTAL,01-11-2020,28.0875,Total
8144,814400499,TOTAL,01-11-2020,28.0875,Total
8144,814400500,RED,01-11-2020,10.0875,Red
8144,814400501,TOTAL,01-11-2020,28.0875,Total
8144,814400502,TOTAL,01-11-2020,28.0875,Total
8144,814400503,TOTAL,01-11-2020,28.0875,Total
8144,814400504,EFIT,01-11-2020,20.0875,Fit
8144,814400505,RED,01-11-2020,10.0875,Red
8144,814400506,TOTAL,01-11-2020,28.0875,Total
8144,814400508,TOTAL,3/23/2020,28.0875,Total
8144,814400509,TOTAL,01-11-2020,28.0875,Total
8144,814400510,EFIT,01-11-2020,20.0875,Fit
8144,814400511,RED,01-11-2020,10.0875,Red
8144,814400512,RED,01-11-2020,10.0875,Red
8144,814400513,EFIT,01-11-2020,20.0875,Fit
8144,814400514,RED,01-11-2020,10.0875,Red
8144,814400515,TOTAL,01-11-2020,28.0875,Total
8144,814400516,TOTAL,01-11-2020,28.0875,Total
8144,814400517,TOTAL,01-11-2020,28.0875,Total
8144,814400518,EFIT,01-11-2020,20.0875,Fit
8144,814400519,TOTAL,1/13/2020,28.0875,Total
8144,814400520,RED,01-11-2020,10.0875,Red
8144,814400521,RED,01-11-2020,10.0875,Red
8144,814400522,TOTAL,01-11-2020,28.0875,Total
8144,814400523,RED,01-11-2020,10.0875,Red
8144,814400524,EFIT,01-11-2020,20.0875,Fit
8144,814400525,RED,01-11-2020,10.0875,Red
8144,814400526,TOTAL,01-11-2020,28.0875,Total
8144,814400527,EFIT,01-11-2020,20.0875,Fit
8144,814400528,EFIT,01-11-2020,20.0875,Fit
8144,814400529,TOTAL,01-11-2020,28.0875,Total
8144,814400530,TOTAL,01-11-2020,28.0875,Total
8144,814400531,RED,01-11-2020,10.0875,Red
8144,814400532,EFIT,01-11-2020,20.0875,Fit
8144,814400533,RED,01-11-2020,10.0875,Red
8144,814400534,EFIT,01-11-2020,20.0875,Fit
8144,814400535,TOTAL,01-11-2020,28.0875,Total
8144,814400536,TOTAL,01-11-2020,28.0875,Total
8144,814400537,TOTAL,01-11-2020,28.0875,Total
8144,814400538,EFIT,01-11-2020,20.0875,Fit
8144,814400539,TOTAL,01-11-2020,28.0875,Total
8144,814400540,EFIT,01-11-2020,20.0875,Fit
8144,814400541,EFIT,01-11-2020,20.0875,Fit
8144,814400542,RED,01-11-2020,10.0875,Red
8144,814400543,TOTAL,01-11-2020,28.0875,Total
8144,814400544,TOTAL,01-11-2020,28.0875,Total
8144,814400545,EFIT,01-11-2020,20.0875,Fit
8144,814400546,RED,01-11-2020,10.0875,Red
8144,814400548,EFIT,01-11-2020,20.0875,Fit
8144,814400549,RED,01-11-2020,10.0875,Red
8144,814400550,RED,01-11-2020,10.0875,Red
8144,814400552,TOTAL,01-11-2020,28.0875,Total
8144,814400553,EFIT,01-12-2020,20.0875,Fit
8144,814400554,EFIT,04-07-2020,20.0875,Fit
8144,814400560,TOTAL,01-12-2020,28.0875,Total
8144,814400561,TOTAL,01-12-2020,28.0875,Total
8144,814400562,RED,04-09-2020,10.0875,Red
8144,814400564,TOTAL,01-12-2020,28.0875,Total
8144,814400567,EFIT,04-10-2020,21.0875,Fit
8144,814400568,TOTAL,01-12-2020,28.0875,Total
8144,814400569,EFIT,01-12-2020,23.0875,Fit
8144,814400570,EFIT,04-03-2020,21.0875,Fit
8144,814400571,TOTAL,1/13/2020,28.0875,Total
8144,814400574,TOTAL,1/13/2020,28.0875,Total
8144,814400578,TOTAL,1/13/2020,28.0875,Total
8144,814400579,RED,1/14/2020,10.0875,Red
8144,814400580,EFIT,1/14/2020,20.0875,Fit
8144,814400581,EFIT,1/14/2020,20.0875,Fit
8144,814400582,EFIT,1/14/2020,20.0875,Fit
8144,814400583,TOTAL,1/14/2020,28.0875,Total
8144,814400584,RED,1/14/2020,10.0875,Red
8144,814400585,EFIT,1/14/2020,20.0875,Fit
8144,814400586,EFIT,1/14/2020,20.0875,Fit
8144,814400587,TOTAL,1/14/2020,28.0875,Total
8144,814400588,EMP,1/15/2020,0.0975,Employee
8144,814400588,EMP,1/15/2020,0.0975,Employee
8144,814400590,TOTAL,1/14/2020,28.0875,Total
8144,814400591,EFIT,1/14/2020,20.0875,Fit
8144,814400592,RED,1/14/2020,10.0875,Red
8144,814400593,TOTAL,1/14/2020,28.0875,Total
8144,814400594,TOTAL,1/15/2020,28.0875,Total
8144,814400595,TOTAL,1/15/2020,28.0875,Total
8144,814400596,RED,1/15/2020,10.0875,Red
8144,814400597,EFIT,1/15/2020,20.0875,Fit
8144,814400598,EFIT,1/15/2020,20.0875,Fit
8144,814400599,EFIT,03-05-2020,20.0875,Fit
8144,814400600,TOTAL,03-04-2020,30.0875,Total
8144,814400601,TOTAL,1/15/2020,28.0875,Total
8144,814400602,RED,1/15/2020,10.0875,Red
8144,814400603,RED,1/15/2020,10.0875,Red
8144,814400604,TOTAL,1/15/2020,28.0875,Total
8144,814400605,TOTAL,1/15/2020,28.0875,Total
8144,814400606,TOTAL,1/15/2020,28.0875,Total
8144,814400607,EFIT,1/15/2020,20.0875,Fit
8144,814400608,EFIT,1/15/2020,20.0875,Fit
8144,814400609,RED,1/15/2020,10.0875,Red
8144,814400610,EFIT,1/15/2020,20.0875,Fit
8144,814400611,EFIT,1/16/2020,20.0875,Fit
8144,814400614,EMP,1/21/2020,0.0975,Employee
8144,814400614,EMP,1/21/2020,0.0975,Employee
8144,814400615,EMP,1/21/2020,0.0975,Employee
8144,814400617,EFIT,1/16/2020,20.0875,Fit
8144,814400618,EFIT,1/16/2020,20.0875,Fit
8144,814400619,EFIT,1/16/2020,20.0875,Fit
8144,814400620,FSTCD,1/21/2020,10.0875,Child
8144,814400622,EFIT,1/16/2020,20.0875,Fit
8144,814400624,EFIT,04-10-2020,20.0875,Fit
8144,814400626,RED,1/29/2020,10.0875,Red
8144,814400628,EMP,1/24/2020,0.0975,Employee
8144,814400628,EMP,1/24/2020,0.0975,Employee
8144,814400635,RED,1/20/2020,10.0875,Red
8144,814400636,EFIT,1/20/2020,20.0875,Fit
8144,814400637,EFIT,1/20/2020,20.0875,Fit
8144,814400639,TOTAL,1/20/2020,28.0875,Total
8144,814400640,EFIT,1/20/2020,20.0875,Fit
8144,814400644,RED,3/17/2020,10.0875,Red
8144,814400645,TOTAL,3/17/2020,28.0875,Total
8144,814400646,TOTAL,3/17/2020,28.0875,Total
8144,814400649,EFIT,1/24/2020,20.0875,Fit
8144,814400650,RED,04-07-2020,10.0875,Red
8144,814400651,RED,3/13/2020,10.0875,Red
8144,814400652,TOTAL,1/20/2020,28.0875,Total
8144,814400654,TOTAL,1/20/2020,28.0875,Total
8144,814400655,TOTAL,1/20/2020,28.0875,Total
8144,814400656,TOTAL,1/24/2020,28.0875,Total
8144,814400658,EFIT,1/20/2020,20.0875,Fit
8144,814400659,TOTAL,1/20/2020,28.0875,Total
8144,814400660,TOTAL,1/20/2020,28.0875,Total
8144,814400661,FSTCD,1/20/2020,10.0875,Child
8144,814400666,TOTAL,1/20/2020,28.0875,Total
8144,814400667,TOTAL,1/20/2020,28.0875,Total
8144,814400668,EFIT,04-10-2020,21.0875,Fit
8144,814400669,EFIT,1/20/2020,20.0875,Fit
8144,814400670,RED,04-10-2020,10.0875,Red
8144,814400671,EFIT,1/20/2020,20.0875,Fit
8144,814400672,EFIT,1/21/2020,20.0875,Fit
8144,814400673,EFIT,3/17/2020,20.0875,Fit
8144,814400674,TOTAL,1/20/2020,28.0875,Total
8144,814400675,TOTAL,1/24/2020,28.0875,Total
8144,814400676,RED,3/17/2020,10.0875,Red
8144,814400679,TOTAL,1/20/2020,28.0875,Total
8144,814400683,EFIT,1/21/2020,20.0875,Fit
8144,814400684,TOTAL,1/21/2020,28.0875,Total
8144,814400685,EFIT,1/21/2020,20.0875,Fit
8144,814400691,TOTAL,1/24/2020,28.0875,Total
8144,814400692,RED,1/21/2020,10.0875,Red
8144,814400694,EFIT,1/24/2020,20.0875,Fit
8144,814400695,EFIT,1/21/2020,20.0875,Fit
8144,814400697,EFIT,1/24/2020,20.0875,Fit
8144,814400698,EFIT,3/17/2020,20.0875,Fit
8144,814400700,EFIT,3/17/2020,20.0875,Fit
8144,814400701,TOTAL,1/24/2020,28.0875,Total
8144,814400702,TOTAL,1/24/2020,28.0875,Total
8144,814400704,EFIT,1/22/2020,20.0875,Fit
8144,814400707,RED,1/24/2020,10.0875,Red
8144,814400708,TOTAL,1/24/2020,28.0875,Total
8144,814400711,RED,1/24/2020,10.0875,Red
8144,814400712,EFIT,1/24/2020,20.0875,Fit
8144,814400713,EFIT,1/24/2020,20.0875,Fit
8144,814400714,TOTAL,1/22/2020,30.0875,Total
8144,814400716,EMP,04-10-2020,0.0975,Employee
8144,814400716,EMP,04-10-2020,0.0975,Employee
8144,814400717,TOTAL,3/17/2020,28.0875,Total
8144,814400718,TOTAL,3/17/2020,28.0875,Total
8144,814400719,EFIT,1/22/2020,20.0875,Fit
8144,814400720,TOTAL,3/17/2020,28.0875,Total
8144,814400721,EFIT,1/24/2020,20.0875,Fit
8144,814400722,EFIT,1/24/2020,20.0875,Fit
8144,814400723,FSTCD,1/24/2020,10.0875,Child
8144,814400724,FSTCD,1/24/2020,10.0875,Child
8144,814400725,TOTAL,1/24/2020,28.0875,Total
8144,814400726,TOTAL,1/24/2020,28.0875,Total
8144,814400728,RED,1/24/2020,10.0875,Red
8144,814400729,TOTAL,1/24/2020,28.0875,Total
8144,814400730,TOTAL,1/24/2020,28.0875,Total
8144,814400731,FSTCD,1/24/2020,10.0875,Child
8144,814400732,FSTCD,1/24/2020,10.0875,Child
8144,814400733,FSTCD,1/24/2020,10.0875,Child
8144,814400734,EFIT,1/23/2020,20.0875,Fit
8144,814400735,TOTAL,1/24/2020,28.0875,Total
8144,814400736,EFIT,1/24/2020,20.0875,Fit
8144,814400737,TOTAL,1/24/2020,28.0875,Total
8144,814400738,EFIT,1/29/2020,20.0875,Fit
8144,814400739,TOTAL,1/29/2020,28.0875,Total
8144,814400740,EFIT,1/29/2020,20.0875,Fit
8144,814400742,FSTCD,04-10-2020,10.0975,Child
8144,814400743,FSTCD,04-10-2020,10.0975,Child
8144,814400744,FSTCD,04-10-2020,10.0975,Child
8144,814400745,FSTCD,04-10-2020,10.0975,Child
8144,814400746,TOTAL,1/24/2020,28.0875,Total
8144,814400747,TOTAL,1/29/2020,28.0875,Total
8144,814400748,TOTAL,1/29/2020,28.0875,Total
8144,814400749,TOTAL,1/24/2020,28.0875,Total
8144,814400750,TOTAL,1/29/2020,28.0875,Total
8144,814400751,TOTAL,04-02-2020,28.0875,Total
8144,814400752,TOTAL,1/29/2020,28.0875,Total
8144,814400753,TOTAL,04-10-2020,29.0875,Total
8144,814400755,TOTAL,1/29/2020,28.0875,Total
8144,814400756,EFIT,1/29/2020,20.0875,Fit
8144,814400757,EFIT,1/29/2020,20.0875,Fit
8144,814400759,TOTAL,1/29/2020,28.0875,Total
8144,814400760,EFIT,1/29/2020,20.0875,Fit
8144,814400761,EFIT,1/29/2020,20.0875,Fit
8144,814400762,EFIT,1/29/2020,20.0875,Fit
8144,814400764,EFIT,1/29/2020,20.0875,Fit
8144,814400766,EFIT,1/29/2020,20.0875,Fit
8144,814400767,TOTAL,1/27/2020,28.0875,Total
8144,814400768,FSTCD,1/27/2020,10.0875,Child
8144,814400769,TOTAL,3/17/2020,28.0875,Total
8144,814400770,EFIT,1/27/2020,20.0875,Fit
8144,814400771,TOTAL,1/27/2020,28.0875,Total
8144,814400772,EFIT,1/27/2020,20.0875,Fit
8144,814400773,TOTAL,1/25/2020,28.0875,Total
8144,814400774,EFIT,1/27/2020,20.0875,Fit
8144,814400775,TOTAL,1/27/2020,28.0875,Total
8144,814400776,EFIT,1/27/2020,20.0875,Fit
8144,814400777,EFIT,1/27/2020,20.0875,Fit
8144,814400778,EFIT,1/27/2020,20.0875,Fit
8144,814400779,EFIT,1/27/2020,20.0875,Fit
8144,814400783,TOTAL,1/27/2020,28.0875,Total
8144,814400785,TOTAL,1/27/2020,28.0875,Total
8144,814400787,EFIT,1/29/2020,20.0875,Fit
8144,814400789,EFIT,1/29/2020,20.0875,Fit
8144,814400790,TOTAL,1/30/2020,28.0875,Total
8144,814400792,EFIT,1/29/2020,20.0875,Fit
8144,814400793,TOTAL,3/23/2020,28.0875,Total
8144,814400794,EFIT,1/29/2020,20.0875,Fit
8144,814400795,EFIT,1/29/2020,20.0875,Fit
8144,814400797,RED,4/14/2020,10.0875,Red
8144,814400798,EFIT,1/28/2020,20.0875,Fit
8144,814400800,RED,1/29/2020,10.0875,Red
8144,814400801,RED,3/17/2020,10.0875,Red
8144,814400803,TOTAL,1/29/2020,28.0875,Total
8144,814400804,TOTAL,1/29/2020,28.0875,Total
8144,814400805,EFIT,1/29/2020,20.0875,Fit
8144,814400806,EMP,1/29/2020,0.0975,Employee
8144,814400808,EFIT,1/30/2020,20.0875,Fit
8144,814400810,EFIT,1/30/2020,20.0875,Fit
8144,814400811,TOTAL,1/30/2020,28.0875,Total
8144,814400814,TOTAL,1/30/2020,28.0875,Total
8144,814400815,TOTAL,1/29/2020,28.0875,Total
8144,814400816,EFIT,1/29/2020,20.0875,Fit
8144,814400818,EFIT,1/30/2020,20.0875,Fit
8144,814400819,RED,1/30/2020,10.0875,Red
8144,814400821,RED,1/30/2020,10.0875,Red
8144,814400826,TOTAL,1/30/2020,28.0875,Total
8144,814400827,EFIT,1/30/2020,22.0875,Fit
8144,814400828,RED,04-12-2020,10.0875,Red
8144,814400829,TOTAL,02-03-2020,28.0875,Total
8144,814400830,EFIT,02-03-2020,20.0875,Fit
8144,814400831,EFIT,02-03-2020,20.0875,Fit
8144,814400833,RED,04-10-2020,10.0875,Red
8144,814400835,EFIT,02-03-2020,20.0875,Fit
8144,814400837,RED,02-03-2020,10.0875,Red
8144,814400838,EFIT,04-11-2020,23.0875,Fit
8144,814400840,TOTAL,02-03-2020,28.0875,Total
8144,814400842,TOTAL,02-03-2020,28.0875,Total
8144,814400843,EFIT,1/30/2020,20.0875,Fit
8144,814400844,TOTAL,3/30/2020,28.0875,Total
8144,814400845,RED,02-03-2020,10.0875,Red
8144,814400846,RED,04-11-2020,10.0875,Red
8144,814400847,EMP,02-03-2020,0.0975,Employee
8144,814400847,EMP,02-03-2020,0.0975,Employee
8144,814400850,EFIT,1/31/2020,20.0875,Fit
8144,814400851,RED,1/31/2020,10.0875,Red
8144,814400852,EFIT,1/31/2020,20.0875,Fit
8144,814400854,TOTAL,02-03-2020,28.0875,Total
8144,814400855,EFIT,02-03-2020,20.0875,Fit
8144,814400856,EFIT,3/17/2020,20.0875,Fit
8144,814400857,TOTAL,02-03-2020,28.0875,Total
8144,814400858,TOTAL,02-03-2020,28.0875,Total
8144,814400860,TOTAL,02-05-2020,28.0875,Total
8144,814400861,EFIT,04-11-2020,23.0875,Fit
8144,814400862,EFIT,02-03-2020,20.0875,Fit
8144,814400863,EFIT,02-03-2020,20.0875,Fit
8144,814400864,EFIT,3/30/2020,20.0875,Fit
8144,814400865,EFIT,02-03-2020,20.0875,Fit
8144,814400866,EFIT,04-10-2020,20.0875,Fit
8144,814400867,EFIT,04-08-2020,20.0875,Fit
8144,814400868,EFIT,02-03-2020,20.0875,Fit
8144,814400869,EFIT,02-03-2020,20.0875,Fit
8144,814400870,EFIT,02-03-2020,20.0875,Fit
8144,814400871,EFIT,02-03-2020,20.0875,Fit
8144,814400872,EFIT,02-03-2020,20.0875,Fit
8144,814400873,EFIT,02-03-2020,20.0875,Fit
8144,814400874,RED,02-03-2020,10.0875,Red
8144,814400875,EFIT,02-03-2020,20.0875,Fit
8144,814400876,RED,02-03-2020,10.0875,Red
8144,814400877,EFIT,02-01-2020,20.0875,Fit
8144,814400878,EFIT,02-01-2020,20.0875,Fit
8144,814400879,TOTAL,02-03-2020,28.0875,Total
8144,814400880,TOTAL,02-03-2020,28.0875,Total
8144,814400881,EFIT,02-02-2020,20.0875,Fit
8144,814400883,EFIT,02-02-2020,20.0875,Fit
8144,814400885,EFIT,02-02-2020,20.0875,Fit
8144,814400886,FSTCD,02-03-2020,10.0875,Child
8144,814400887,EFIT,02-03-2020,20.0875,Fit
8144,814400888,EFIT,3/17/2020,20.0875,Fit
8144,814400889,EFIT,02-03-2020,20.0875,Fit
8144,814400890,TOTAL,02-03-2020,28.0875,Total
8144,814400891,TOTAL,02-03-2020,28.0875,Total
8144,814400892,EFIT,02-03-2020,20.0875,Fit
8144,814400893,EFIT,02-03-2020,20.0875,Fit
8144,814400894,TOTAL,02-03-2020,28.0875,Total
8144,814400895,EFIT,02-02-2020,20.0875,Fit
8144,814400896,RED,04-06-2020,10.0875,Red
8144,814400897,EFIT,02-03-2020,20.0875,Fit
8144,814400899,FSTCD,02-05-2020,10.0875,Child
8144,814400900,FSTCD,02-05-2020,10.0875,Child
8144,814400901,EFIT,02-03-2020,20.0875,Fit
8144,814400904,EFIT,02-03-2020,20.0875,Fit
8144,814400905,TOTAL,02-03-2020,28.0875,Total
8144,814400906,TOTAL,02-03-2020,28.0875,Total
8144,814400907,TOTAL,3/20/2020,28.0875,Total
8144,814400908,TOTAL,02-05-2020,28.0875,Total
8144,814400909,TOTAL,02-03-2020,28.0875,Total
8144,814400911,EFIT,02-05-2020,20.0875,Fit
8144,814400912,EFIT,02-03-2020,20.0875,Fit
8144,814400914,TOTAL,02-05-2020,28.0875,Total
8144,814400915,TOTAL,02-05-2020,28.0875,Total
8144,814400916,EFIT,02-05-2020,20.0875,Fit
8144,814400917,EFIT,02-05-2020,20.0875,Fit
8144,814400918,EFIT,02-05-2020,20.0875,Fit
8144,814400919,TOTAL,02-05-2020,28.0875,Total
8144,814400920,EFIT,02-05-2020,20.0875,Fit
8144,814400921,RED,02-05-2020,10.0875,Red
8144,814400922,TOTAL,02-03-2020,28.0875,Total
8144,814400923,RED,02-04-2020,10.0875,Red
8144,814400925,TOTAL,2/25/2020,28.0875,Total
8144,814400927,TOTAL,02-04-2020,28.0875,Total
8144,814400928,TOTAL,02-05-2020,28.0875,Total
8144,814400929,EFIT,02-05-2020,20.0875,Fit
8144,814400930,TOTAL,02-05-2020,28.0875,Total
8144,814400931,TOTAL,03-10-2020,28.0875,Total
8144,814400932,TOTAL,02-05-2020,30.0875,Total
8144,814400933,RED,02-05-2020,10.0875,Red
8144,814400936,EFIT,02-05-2020,20.0875,Fit
8144,814400937,EFIT,02-05-2020,20.0875,Fit
8144,814400938,EFIT,02-05-2020,20.0875,Fit
8144,814400939,FSTCD,04-10-2020,10.0975,Child
8144,814400940,FSTCD,04-10-2020,10.0975,Child
8144,814400941,EFIT,02-05-2020,20.0875,Fit
8144,814400943,TOTAL,04-11-2020,29.0875,Total
8144,814400944,RED,3/17/2020,10.0875,Red
8144,814400946,TOTAL,02-05-2020,28.0875,Total
8144,814400949,FSTCD,02-05-2020,10.0875,Child
8144,814400951,EFIT,02-05-2020,20.0875,Fit
8144,814400952,EFIT,02-04-2020,20.0875,Fit
8144,814400953,TOTAL,04-09-2020,29.0875,Total
8144,814400954,TOTAL,02-05-2020,28.0875,Total
8144,814400955,EFIT,04-10-2020,20.0875,Fit
8144,814400956,EFIT,02-05-2020,20.0875,Fit
8144,814400957,EFIT,04-10-2020,20.0875,Fit
8144,814400958,RED,02-06-2020,10.0875,Red
8144,814400959,EFIT,02-06-2020,20.0875,Fit
8144,814400961,RED,02-05-2020,10.0875,Red
8144,814400962,RED,04-09-2020,10.0875,Red
8144,814400967,TOTAL,02-06-2020,28.0875,Total
8144,814400968,EFIT,02-06-2020,20.0875,Fit
8144,814400969,RED,02-06-2020,10.0875,Red
8144,814400970,TOTAL,02-06-2020,28.0875,Total
8144,814400971,TOTAL,02-06-2020,28.0875,Total
8144,814400972,EFIT,02-12-2020,20.0875,Fit
8144,814400973,TOTAL,04-09-2020,29.0875,Total
8144,814400974,EFIT,02-12-2020,20.0875,Fit
8144,814400975,TOTAL,02-12-2020,28.0875,Total
8144,814400976,TOTAL,02-12-2020,28.0875,Total
8144,814400977,FSTCD,02-12-2020,10.0875,Child
8144,814400978,TOTAL,02-12-2020,28.0875,Total
8144,814400979,EFIT,02-12-2020,20.0875,Fit
8144,814400980,EFIT,02-12-2020,20.0875,Fit
8144,814400981,EFIT,02-12-2020,20.0875,Fit
8144,814400982,EFIT,03-05-2020,20.0875,Fit
8144,814400983,EFIT,02-12-2020,20.0875,Fit
8144,814400984,EFIT,02-12-2020,20.0875,Fit
8144,814400985,EFIT,02-12-2020,20.0875,Fit
8144,814400986,EFIT,02-12-2020,20.0875,Fit
8144,814400987,EFIT,02-12-2020,20.0875,Fit
8144,814400988,TOTAL,02-07-2020,28.0875,Total
8144,814400989,FSTCD,02-12-2020,10.0875,Child
8144,814400991,EFIT,2/17/2020,22.0875,Fit
8144,814400993,EFIT,02-07-2020,20.0875,Fit
8144,814400996,TOTAL,02-08-2020,28.0875,Total
8144,814400997,TOTAL,02-12-2020,28.0875,Total
8144,814400998,TOTAL,02-12-2020,28.0875,Total
8144,814400999,TOTAL,02-12-2020,30.0875,Total
8144,814401000,EFIT,02-12-2020,20.0875,Fit
8144,814401002,EFIT,02-12-2020,20.0875,Fit
8144,814401003,EFIT,02-12-2020,20.0875,Fit
8144,814401004,TOTAL,02-12-2020,28.0875,Total
8144,814401005,TOTAL,02-12-2020,28.0875,Total
8144,814401006,RED,02-12-2020,10.0875,Red
8144,814401007,EFIT,02-12-2020,20.0875,Fit
8144,814401009,TOTAL,02-12-2020,28.0875,Total
8144,814401010,EFIT,04-10-2020,20.0875,Fit
8144,814401011,RED,02-12-2020,10.0875,Red
8144,814401012,RED,02-12-2020,10.0875,Red
8144,814401013,RED,02-12-2020,10.0875,Red
8144,814401014,RED,02-12-2020,10.0875,Red
8144,814401015,RED,02-12-2020,10.0875,Red
8144,814401016,EFIT,02-12-2020,20.0875,Fit
8144,814401017,RED,02-12-2020,10.0875,Red
